Time,C.MeteoST_bme280,C.Gas_boiler_supply,C.Kitchen_temp,C.MeteoST_ds18b20
2019-02-26T19:40:00+02:00,2.5,32.9,20.9,2.3
2019-02-26T19:45:00+02:00,2.5,33.6,20.9,2.4
2019-02-26T19:50:00+02:00,2.5,30.2,20.9,1.8
2019-02-26T19:55:00+02:00,2.5,30.9,20.8,2.4
2019-02-26T20:00:00+02:00,2.5,34.6,20.8,2.2
2019-02-26T20:05:00+02:00,2.5,34.1,20.8,2.2
2019-02-26T20:10:00+02:00,2.4,30.7,20.8,1.6
2019-02-26T20:15:00+02:00,2.4,34.1,20.8,2.2
2019-02-26T20:20:00+02:00,2.4,35,20.8,1.5
2019-02-26T20:25:00+02:00,2.3,32.1,20.9,2.1
2019-02-26T20:30:00+02:00,2.3,30.4,20.9,2.1
2019-02-26T20:35:00+02:00,2.3,32.7,20.9,2.1
2019-02-26T20:40:00+02:00,2.3,34.1,20.9,1.4
2019-02-26T20:45:00+02:00,2.3,31.5,21,2.1
2019-02-26T20:50:00+02:00,2.3,35.4,21,2.1
2019-02-26T20:55:00+02:00,2.3,31.2,21,2.1
2019-02-26T21:00:00+02:00,2.3,32.3,21,1.4
2019-02-26T21:05:00+02:00,2.2,34.9,21,2
2019-02-26T21:10:00+02:00,2.2,32.4,21,2.1
2019-02-26T21:15:00+02:00,2.2,33.7,21,1.4
2019-02-26T21:20:00+02:00,2.2,33.6,20.9,1.9
2019-02-26T21:25:00+02:00,2.2,37.5,20.9,1.9
2019-02-26T21:30:00+02:00,2.2,45.4,21,2
2019-02-26T21:35:00+02:00,2.2,47.4,21,1.9
2019-02-26T21:40:00+02:00,2.2,47.6,21,1.9
2019-02-26T21:45:00+02:00,2.2,46.9,21,2
2019-02-26T21:50:00+02:00,2.2,38.6,21,2.1
2019-02-26T21:55:00+02:00,2.2,32.3,21,2
2019-02-26T22:00:00+02:00,2.2,33.9,20.9,1.5
2019-02-26T22:05:00+02:00,2.2,35.4,20.9,1.9
2019-02-26T22:10:00+02:00,2.2,32.4,20.9,1.4
2019-02-26T22:15:00+02:00,2.2,31.8,20.9,1.3
2019-02-26T22:20:00+02:00,2.2,34.9,21,1.9
2019-02-26T22:25:00+02:00,2.1,31.9,20.9,1.9
2019-02-26T22:30:00+02:00,2.1,36.9,20.9,1.8
2019-02-26T22:35:00+02:00,2,35.7,20.9,1.8
2019-02-26T22:40:00+02:00,1.9,31.8,20.9,1.7
2019-02-26T22:45:00+02:00,1.9,31.7,21,1.6
2019-02-26T22:50:00+02:00,1.8,38.7,21,1.6
2019-02-26T22:55:00+02:00,1.8,43.3,21,0.9
2019-02-26T23:00:00+02:00,1.8,34.2,21,1.6
2019-02-26T23:05:00+02:00,1.8,35.2,21,1.6
2019-02-26T23:10:00+02:00,1.8,33.9,21.1,1.6
2019-02-26T23:15:00+02:00,1.8,31.1,21.1,1.6
2019-02-26T23:20:00+02:00,1.8,33.9,21.1,1.7
2019-02-26T23:25:00+02:00,1.9,32.6,21.1,1.7
2019-02-26T23:30:00+02:00,1.9,32.7,21.1,1.6
2019-02-26T23:35:00+02:00,1.9,34.9,21.1,1.7
2019-02-26T23:40:00+02:00,1.9,32.9,21.1,1.1
2019-02-26T23:45:00+02:00,1.9,31.1,21.1,1.1
2019-02-26T23:50:00+02:00,1.9,34.2,21,1.6
2019-02-26T23:55:00+02:00,1.9,33.9,21.1,1.6
2019-02-27T00:00:00+02:00,1.9,30.7,21.1,1.6
2019-02-27T00:05:00+02:00,1.9,33.6,21,1.6
2019-02-27T00:10:00+02:00,1.9,34.4,21.1,1.6
2019-02-27T00:15:00+02:00,1.9,31.8,21.1,1.6
2019-02-27T00:20:00+02:00,1.9,32.4,21,1.6
2019-02-27T00:25:00+02:00,1.9,34.2,21,1.6
2019-02-27T00:30:00+02:00,1.8,32.7,21.1,1.6
2019-02-27T00:35:00+02:00,1.8,30.8,21,0.9
2019-02-27T00:40:00+02:00,1.8,34.5,21.1,0.9
2019-02-27T00:45:00+02:00,1.8,33.9,21.1,1.6
2019-02-27T00:50:00+02:00,1.8,30,21.1,1.6
2019-02-27T00:55:00+02:00,1.8,32.4,21,1
2019-02-27T01:00:00+02:00,1.9,34.7,21,1.6
2019-02-27T01:05:00+02:00,1.9,33.1,21,1.6
2019-02-27T01:10:00+02:00,1.9,31.1,21,1.7
2019-02-27T01:15:00+02:00,1.9,35,21,1.8
2019-02-27T01:20:00+02:00,1.9,33.1,21,1.1
2019-02-27T01:25:00+02:00,1.9,30.3,21,1
2019-02-27T01:30:00+02:00,1.9,32.9,21,1.8
2019-02-27T01:35:00+02:00,1.9,34.6,21,1.7
2019-02-27T01:40:00+02:00,1.9,30.3,21,1.1
2019-02-27T01:45:00+02:00,1.9,32.1,21,1.7
2019-02-27T01:50:00+02:00,1.8,34.7,21,1.6
2019-02-27T01:55:00+02:00,1.8,32.1,21,1.6
2019-02-27T02:00:00+02:00,1.8,32,21,0.9
2019-02-27T02:05:00+02:00,1.8,35,21,1.7
2019-02-27T02:10:00+02:00,1.8,32.8,21,1.5
2019-02-27T02:15:00+02:00,1.8,31,21,1.6
2019-02-27T02:20:00+02:00,1.8,32.9,21,1.5
2019-02-27T02:25:00+02:00,1.8,34.2,21,1.6
2019-02-27T02:30:00+02:00,1.8,30.4,21,1.5
2019-02-27T02:35:00+02:00,1.8,32.9,21,0.9
2019-02-27T02:40:00+02:00,1.8,34.6,20.9,1.4
2019-02-27T02:45:00+02:00,1.8,32.6,21,1.5
2019-02-27T02:50:00+02:00,1.8,30.9,20.9,1.5
2019-02-27T02:55:00+02:00,1.8,34.8,21,1.6
2019-02-27T03:00:00+02:00,1.8,33.7,20.9,1.5
2019-02-27T03:05:00+02:00,1.8,30.1,20.9,1.6
2019-02-27T03:10:00+02:00,1.8,35,20.9,1.6
2019-02-27T03:15:00+02:00,1.8,34,20.9,1.5
2019-02-27T03:20:00+02:00,1.8,31.1,20.9,1.5
2019-02-27T03:25:00+02:00,1.7,32.6,20.9,1.5
2019-02-27T03:30:00+02:00,1.8,34.7,20.9,1.6
2019-02-27T03:35:00+02:00,1.8,32.9,20.9,1.4
2019-02-27T03:40:00+02:00,1.8,30.1,20.9,1.6
2019-02-27T03:45:00+02:00,1.7,35.4,20.9,1.5
2019-02-27T03:50:00+02:00,1.8,33.4,20.9,1.6
2019-02-27T03:55:00+02:00,1.8,31,20.9,0.9
2019-02-27T04:00:00+02:00,1.8,33.3,20.9,1.5
2019-02-27T04:05:00+02:00,1.8,34.6,20.9,1.6
2019-02-27T04:10:00+02:00,1.8,32.7,20.9,1.5
2019-02-27T04:15:00+02:00,1.7,31.7,20.9,1.5
2019-02-27T04:20:00+02:00,1.8,34.9,20.9,1.6
2019-02-27T04:25:00+02:00,1.8,32.4,20.9,1.6
2019-02-27T04:30:00+02:00,1.8,31.2,20.9,0.9
2019-02-27T04:35:00+02:00,1.8,33.7,20.9,1.6
2019-02-27T04:40:00+02:00,1.8,34.1,20.9,1.6
2019-02-27T04:45:00+02:00,1.7,30.5,20.9,0.8
2019-02-27T04:50:00+02:00,1.7,32.7,20.9,0.8
2019-02-27T04:55:00+02:00,1.7,34.7,20.9,0.8
2019-02-27T05:00:00+02:00,1.7,32.2,20.9,1.4
2019-02-27T05:05:00+02:00,1.6,31.1,20.9,1.4
2019-02-27T05:10:00+02:00,1.6,35.2,20.9,1.2
2019-02-27T05:15:00+02:00,1.5,32.7,20.9,1.3
2019-02-27T05:20:00+02:00,1.5,30.1,20.9,1.3
2019-02-27T05:25:00+02:00,1.4,32.7,20.9,1.1
2019-02-27T05:30:00+02:00,1.4,34.4,20.9,1
2019-02-27T05:35:00+02:00,1.3,30.4,20.9,0.9
2019-02-27T05:40:00+02:00,1.3,31.7,20.9,0.4
2019-02-27T05:45:00+02:00,1.3,34.7,20.9,0.4
2019-02-27T05:50:00+02:00,1.3,32.7,20.9,0.9
2019-02-27T05:55:00+02:00,1.3,30.8,20.8,1.1
2019-02-27T06:00:00+02:00,1.4,34.6,20.8,1.3
2019-02-27T06:05:00+02:00,1.5,33.8,20.9,1.3
2019-02-27T06:10:00+02:00,1.5,30.3,20.8,0.8
2019-02-27T06:15:00+02:00,1.6,31.9,20.9,1.4
2019-02-27T06:20:00+02:00,1.6,34.6,20.9,1.3
2019-02-27T06:25:00+02:00,1.6,31.2,20.8,1.4
2019-02-27T06:30:00+02:00,1.7,30.9,20.9,1.4
2019-02-27T06:35:00+02:00,1.8,33.9,20.8,1
2019-02-27T06:40:00+02:00,1.8,31.8,20.8,1.6
2019-02-27T06:45:00+02:00,1.8,33,20.9,1
2019-02-27T06:50:00+02:00,1.8,33.9,20.9,1.6
2019-02-27T06:55:00+02:00,1.8,32.7,20.9,1.6
2019-02-27T07:00:00+02:00,1.9,34.7,20.9,1.7
2019-02-27T07:05:00+02:00,1.9,32.7,20.9,1
2019-02-27T07:10:00+02:00,1.9,30.3,20.9,1
2019-02-27T07:15:00+02:00,1.9,38.9,20.9,1.6
2019-02-27T07:20:00+02:00,1.9,39.6,20.9,1
2019-02-27T07:25:00+02:00,1.9,35.2,20.9,1.7
2019-02-27T07:30:00+02:00,1.9,34.2,20.9,1
2019-02-27T07:35:00+02:00,1.9,34.6,20.9,1.8
2019-02-27T07:40:00+02:00,2,34.6,20.8,1.1
2019-02-27T07:45:00+02:00,2,30.1,20.8,1.8
2019-02-27T07:50:00+02:00,2,32.8,20.8,1.8
2019-02-27T07:55:00+02:00,2,34.1,20.7,1.8
2019-02-27T08:00:00+02:00,2.1,29.4,20.7,1.8
2019-02-27T08:05:00+02:00,2.1,34.1,20.6,1.4
2019-02-27T08:10:00+02:00,2.1,33.7,20.6,1.3
2019-02-27T08:15:00+02:00,2.2,30.4,20.5,1.4
2019-02-27T08:20:00+02:00,2.2,35,20.5,2.1
2019-02-27T08:25:00+02:00,2.3,32.7,20.5,2.1
2019-02-27T08:30:00+02:00,2.3,30.8,20.4,2.1
2019-02-27T08:35:00+02:00,2.4,34.6,20.4,2.1
2019-02-27T08:40:00+02:00,2.5,32.9,20.4,2.3
2019-02-27T08:45:00+02:00,2.5,30.8,20.3,2.3
2019-02-27T08:50:00+02:00,2.6,34.9,20.3,1.8
2019-02-27T08:55:00+02:00,2.6,31,20.3,2.4
2019-02-27T09:00:00+02:00,2.6,30.7,20.2,2.4
2019-02-27T09:05:00+02:00,2.7,34.7,20.3,2.6
2019-02-27T09:10:00+02:00,2.7,29.1,20.3,1.9
2019-02-27T09:15:00+02:00,2.8,33.8,20.4,2.5
2019-02-27T09:20:00+02:00,2.8,35.1,20.4,2.7
2019-02-27T09:25:00+02:00,2.9,31.7,20.4,2.6
2019-02-27T09:30:00+02:00,2.9,31.2,20.4,2.7
2019-02-27T09:35:00+02:00,2.9,35,20.5,2.7
2019-02-27T09:40:00+02:00,2.9,33.3,20.5,2.2
2019-02-27T09:45:00+02:00,3,30.3,20.4,2.9
2019-02-27T09:50:00+02:00,3.2,33.9,20.5,2.5
2019-02-27T09:55:00+02:00,3.2,32.8,20.5,3.1
2019-02-27T10:00:00+02:00,3.2,32.4,20.6,3.1
2019-02-27T10:05:00+02:00,3.2,33.6,20.6,3.1
2019-02-27T10:10:00+02:00,3.2,33.8,20.6,3
2019-02-27T10:15:00+02:00,3.1,34.5,20.6,2.9
2019-02-27T10:20:00+02:00,3.1,30,20.7,2.9
2019-02-27T10:25:00+02:00,3.1,30.8,20.6,3.1
2019-02-27T10:30:00+02:00,3.2,33.9,20.7,2.5
2019-02-27T10:35:00+02:00,3.3,35.1,20.7,3.1
2019-02-27T10:40:00+02:00,3.3,34.9,20.7,3.3
2019-02-27T10:45:00+02:00,3.4,30.6,20.7,3.3
2019-02-27T10:50:00+02:00,3.6,35.4,20.8,3.7
2019-02-27T10:55:00+02:00,3.8,33.4,20.7,3.9
2019-02-27T11:00:00+02:00,3.8,29.7,20.8,3.7
2019-02-27T11:05:00+02:00,3.8,35.1,20.8,3.6
2019-02-27T11:10:00+02:00,3.9,32,20.8,3.9
2019-02-27T11:15:00+02:00,4,32.2,20.8,4.1
2019-02-27T11:20:00+02:00,4.1,34.7,20.9,4.2
2019-02-27T11:25:00+02:00,4.3,32.6,20.9,4.4
2019-02-27T11:30:00+02:00,4.5,30.4,20.9,4.6
2019-02-27T11:35:00+02:00,4.6,32.2,20.9,4.6
2019-02-27T11:40:00+02:00,4.6,34.4,21,4.4
2019-02-27T11:45:00+02:00,4.5,31.2,21,4.5
2019-02-27T11:50:00+02:00,4.7,30.7,21,4.9
2019-02-27T11:55:00+02:00,4.8,35.2,21,4.6
2019-02-27T12:00:00+02:00,4.7,40.7,21,4.5
2019-02-27T12:05:00+02:00,4.7,36.5,21,4.8
2019-02-27T12:10:00+02:00,4.9,38.4,21.1,5.1
2019-02-27T12:15:00+02:00,5,35.4,21.1,5
2019-02-27T12:20:00+02:00,5,37.9,21.1,4.9
2019-02-27T12:25:00+02:00,5.1,37.7,21.1,4.7
2019-02-27T12:30:00+02:00,5.1,36.8,21.1,4.9
2019-02-27T12:35:00+02:00,5.1,33.7,21.1,5.2
2019-02-27T12:40:00+02:00,5.2,34.3,21.1,5.2
2019-02-27T12:45:00+02:00,5.2,34.8,21.1,5.1
2019-02-27T12:50:00+02:00,5.1,35.2,21.1,4.9
2019-02-27T12:55:00+02:00,5.1,35.6,21.1,4.9
2019-02-27T13:00:00+02:00,4.8,34.1,21.1,4.6
2019-02-27T13:05:00+02:00,4.8,30.8,21.2,4.7
2019-02-27T13:10:00+02:00,4.6,33.2,21.2,4.2
2019-02-27T13:15:00+02:00,4.4,34.7,21.1,4.2
2019-02-27T13:20:00+02:00,4.5,31.1,21.1,3.7
2019-02-27T13:25:00+02:00,4.6,32.3,21.1,4.5
2019-02-27T13:30:00+02:00,4.5,33.5,21.1,4.2
2019-02-27T13:35:00+02:00,4.2,31.2,21.1,3.9
2019-02-27T13:40:00+02:00,4,35.1,21.1,3.7
2019-02-27T13:45:00+02:00,3.9,33.4,21.1,3.3
2019-02-27T13:50:00+02:00,4,30.3,21.1,3.4
2019-02-27T13:55:00+02:00,4.1,32.7,21.1,4
2019-02-27T14:00:00+02:00,4.2,33.4,21.1,3.5
2019-02-27T14:05:00+02:00,4.1,32.4,21.1,4
2019-02-27T14:10:00+02:00,4.3,36.1,21.1,4.2
2019-02-27T14:15:00+02:00,4.3,35.4,21.1,3.6
2019-02-27T14:20:00+02:00,4.3,35.9,21.1,4.3
2019-02-27T14:25:00+02:00,4.3,31.2,21.2,4.2
2019-02-27T14:30:00+02:00,4.3,34.6,21.2,3.6
2019-02-27T14:35:00+02:00,4.1,32.6,21.3,3.8
2019-02-27T14:40:00+02:00,4,35.2,21.3,3.9
2019-02-27T14:45:00+02:00,4.1,33.7,21.4,4.1
2019-02-27T14:50:00+02:00,4.1,30.3,21.4,4
2019-02-27T14:55:00+02:00,4.1,31.6,21.4,4
2019-02-27T15:00:00+02:00,4.1,35.2,21.3,3.9
2019-02-27T15:05:00+02:00,4.1,33.1,21.3,3.9
2019-02-27T15:10:00+02:00,4.2,30.3,21.3,4.1
2019-02-27T15:15:00+02:00,4.3,31.9,21.3,4.1
2019-02-27T15:20:00+02:00,3.9,35,21.3,3.2
2019-02-27T15:25:00+02:00,3.1,32.9,21.3,2.6
2019-02-27T15:30:00+02:00,2.8,30.8,21.3,1.7
2019-02-27T15:35:00+02:00,2.5,32.6,21.3,1.6
2019-02-27T15:40:00+02:00,2.5,34.2,21.2,2.4
2019-02-27T15:45:00+02:00,2.6,31.4,21.2,2.4
2019-02-27T15:50:00+02:00,2.6,30.3,21.2,1.8
2019-02-27T15:55:00+02:00,2.6,33.6,21.2,2.5
2019-02-27T16:00:00+02:00,2.7,34.4,21.2,2.1
2019-02-27T16:05:00+02:00,2.9,31.8,21.2,2.7
2019-02-27T16:10:00+02:00,3,30.6,21.1,2.3
2019-02-27T16:15:00+02:00,3.1,34.2,21.2,2.8
2019-02-27T16:20:00+02:00,3.1,34.1,21.2,2.8
2019-02-27T16:25:00+02:00,3.1,31.9,21.1,2.2
2019-02-27T16:30:00+02:00,3.1,31.1,21.1,2.8
2019-02-27T16:35:00+02:00,3.1,34.6,21.1,2.2
2019-02-27T16:40:00+02:00,3,32.7,21.1,2.8
2019-02-27T16:45:00+02:00,3,30.2,21.1,2.2
2019-02-27T16:50:00+02:00,3.1,31.4,21.1,2.9
2019-02-27T16:55:00+02:00,3.1,35,21,2.2
2019-02-27T17:00:00+02:00,3.1,33.5,21,2.9
2019-02-27T17:05:00+02:00,3.1,30,21,2.7
2019-02-27T17:10:00+02:00,3.1,32,21,2.8
2019-02-27T17:15:00+02:00,3,34.9,21,2.1
2019-02-27T17:20:00+02:00,3,31.7,21,2.1
2019-02-27T17:25:00+02:00,2.9,30.9,21,2.6
2019-02-27T17:30:00+02:00,2.9,32.8,21,2
2019-02-27T17:35:00+02:00,2.9,33.7,21,2.7
2019-02-27T17:40:00+02:00,2.8,31.4,20.9,2.5
2019-02-27T17:45:00+02:00,2.8,30.6,21,2.6
2019-02-27T17:50:00+02:00,2.8,35.2,20.9,2.5
2019-02-27T17:55:00+02:00,2.8,33.2,20.9,2.4
2019-02-27T18:00:00+02:00,2.8,29.5,20.9,2.7
2019-02-27T18:05:00+02:00,2.9,31.2,20.9,2.1
2019-02-27T18:10:00+02:00,2.9,34.4,20.9,2
2019-02-27T18:15:00+02:00,2.9,32.2,20.9,2.6
2019-02-27T18:20:00+02:00,2.9,30,20.9,2.6
2019-02-27T18:25:00+02:00,2.8,33,20.9,2.6
2019-02-27T18:30:00+02:00,2.8,33.9,20.9,2.5
2019-02-27T18:35:00+02:00,2.8,31.2,20.8,2.1
2019-02-27T18:40:00+02:00,2.8,30.3,20.9,2.1
2019-02-27T18:45:00+02:00,2.8,34.2,20.9,2.5
2019-02-27T18:50:00+02:00,2.8,34.1,20.9,1.9
2019-02-27T18:55:00+02:00,2.8,30.3,20.9,2.4
2019-02-27T19:00:00+02:00,2.7,31.8,20.8,2.4
2019-02-27T19:05:00+02:00,2.7,34.7,20.8,2.4
2019-02-27T19:10:00+02:00,2.7,33.1,20.8,2.4
2019-02-27T19:15:00+02:00,2.7,29.6,20.8,2.4
2019-02-27T19:20:00+02:00,2.6,31.8,20.8,2.3
2019-02-27T19:25:00+02:00,2.6,34.7,20.9,2.4
2019-02-27T19:30:00+02:00,2.6,33.1,20.8,2.3
2019-02-27T19:35:00+02:00,2.6,30.8,20.8,2.4
2019-02-27T19:40:00+02:00,2.6,33.7,20.8,2.3
2019-02-27T19:45:00+02:00,2.6,34.2,20.8,1.8
2019-02-27T19:50:00+02:00,2.6,30.7,20.8,2.3
2019-02-27T19:55:00+02:00,2.5,34.9,20.8,2.2
2019-02-27T20:00:00+02:00,2.5,30.1,20.8,1.7
2019-02-27T20:05:00+02:00,2.5,35.3,20.7,2.2
2019-02-27T20:10:00+02:00,2.5,40.8,20.5,2.2
2019-02-27T20:15:00+02:00,2.5,34,20.1,2.2
2019-02-27T20:20:00+02:00,2.4,32,19.9,1.6
2019-02-27T20:25:00+02:00,2.4,36.6,19.7,1.5
2019-02-27T20:30:00+02:00,2.4,27.6,19.6,1.5
2019-02-27T20:35:00+02:00,2.4,26.4,19.9,2.1
2019-02-27T20:40:00+02:00,2.3,25.9,20.1,1.4
2019-02-27T20:45:00+02:00,2.3,24.9,20.2,2
2019-02-27T20:50:00+02:00,2.2,24.3,20.2,1.3
2019-02-27T20:55:00+02:00,2.2,32.4,20.2,1.8
2019-02-27T21:00:00+02:00,2.2,24.9,20.2,1.9
2019-02-27T21:05:00+02:00,2.1,24.1,20.3,1.9
2019-02-27T21:10:00+02:00,2.1,29.9,20.3,1.8
2019-02-27T21:15:00+02:00,2.1,38.5,20.3,1.7
2019-02-27T21:20:00+02:00,2,33.7,20.3,1.8
2019-02-27T21:25:00+02:00,2,30.9,20.3,1.7
2019-02-27T21:30:00+02:00,2,23.4,20.3,1.6
2019-02-27T21:35:00+02:00,2,22.9,20.3,1.1
2019-02-27T21:40:00+02:00,2,22.6,20.2,1.8
2019-02-27T21:45:00+02:00,2,34.1,20.1,1.7
2019-02-27T21:50:00+02:00,2,33,19.9,1.7
2019-02-27T21:55:00+02:00,2,32.2,19.9,1.5
2019-02-27T22:00:00+02:00,1.9,32.3,19.8,1.6
2019-02-27T22:05:00+02:00,1.8,35.2,20,1.5
2019-02-27T22:10:00+02:00,1.8,36.9,20.1,0.8
2019-02-27T22:15:00+02:00,1.7,42.5,20.2,0.7
2019-02-27T22:20:00+02:00,1.7,47.2,20.4,1.2
2019-02-27T22:25:00+02:00,1.6,47.7,20.4,1.2
2019-02-27T22:30:00+02:00,1.6,36.4,20.4,0.5
2019-02-27T22:35:00+02:00,1.5,36.6,20.6,1.2
2019-02-27T22:40:00+02:00,1.5,37.7,20.6,1.1
2019-02-27T22:45:00+02:00,1.4,38.4,20.5,1.1
2019-02-27T22:50:00+02:00,1.4,32.2,20.1,1.1
2019-02-27T22:55:00+02:00,1.4,38.7,20.4,1.1
2019-02-27T23:00:00+02:00,1.4,34.4,20.5,0.4
2019-02-27T23:05:00+02:00,1.3,39.2,20.7,0.9
2019-02-27T23:10:00+02:00,1.2,37.4,20.8,0.8
2019-02-27T23:15:00+02:00,1.2,37.2,20.8,0.1
2019-02-27T23:20:00+02:00,1.1,38,20.7,0.8
2019-02-27T23:25:00+02:00,1.1,38,20.7,0.7
2019-02-27T23:30:00+02:00,1.1,44.6,20.8,0.8
2019-02-27T23:35:00+02:00,1.1,41.6,20.8,0.7
2019-02-27T23:40:00+02:00,1,38,20.8,0.1
2019-02-27T23:45:00+02:00,1,39.2,20.9,0.8
2019-02-27T23:50:00+02:00,1,34.2,20.9,0.8
2019-02-27T23:55:00+02:00,1,39.4,20.9,0.8
2019-02-28T00:00:00+02:00,1,37.5,21,0.2
2019-02-28T00:05:00+02:00,1,34.1,21,0.7
2019-02-28T00:10:00+02:00,1,38.4,21,0.7
2019-02-28T00:15:00+02:00,1,33.2,21,0.6
2019-02-28T00:20:00+02:00,1,39.1,21,0.7
2019-02-28T00:25:00+02:00,1,37.4,21,0.8
2019-02-28T00:30:00+02:00,1,35.4,21,0.6
2019-02-28T00:35:00+02:00,1,38.6,21,0.6
2019-02-28T00:40:00+02:00,1,32.8,21.1,0.7
2019-02-28T00:45:00+02:00,0.9,38.5,21.1,-0.1
2019-02-28T00:50:00+02:00,0.9,37.4,21.1,0.6
2019-02-28T00:55:00+02:00,0.9,34.2,21.1,-0.1
2019-02-28T01:00:00+02:00,0.9,38.9,21.1,0.4
2019-02-28T01:05:00+02:00,0.8,34.3,21.1,-0.3
2019-02-28T01:10:00+02:00,0.8,36.7,21.1,0.4
2019-02-28T01:15:00+02:00,0.8,37.9,21.1,0.5
2019-02-28T01:20:00+02:00,0.8,33.6,21.1,0.4
2019-02-28T01:25:00+02:00,0.8,39.1,21.1,-0.3
2019-02-28T01:30:00+02:00,0.7,34.8,21.1,-0.3
2019-02-28T01:35:00+02:00,0.6,36.2,21.1,-0.5
2019-02-28T01:40:00+02:00,0.6,37.4,21.1,-0.4
2019-02-28T01:45:00+02:00,0.5,33.4,21.1,0.1
2019-02-28T01:50:00+02:00,0.5,39.1,21.1,-0.4
2019-02-28T01:55:00+02:00,0.4,36.4,21.1,0.1
2019-02-28T02:00:00+02:00,0.4,35.9,21.1,0.1
2019-02-28T02:05:00+02:00,0.4,37.9,21.1,0
2019-02-28T02:10:00+02:00,0.4,33,21.1,0.1
2019-02-28T02:15:00+02:00,0.4,38.6,21.1,-0.1
2019-02-28T02:20:00+02:00,0.4,37.2,21.1,0.1
2019-02-28T02:25:00+02:00,0.4,34.6,21.2,-0.4
2019-02-28T02:30:00+02:00,0.4,38.5,21.1,0.3
2019-02-28T02:35:00+02:00,0.5,33.1,21.1,0.2
2019-02-28T02:40:00+02:00,0.5,39.4,21.2,0.1
2019-02-28T02:45:00+02:00,0.5,37.1,21.1,0.1
2019-02-28T02:50:00+02:00,0.5,35.6,21.2,0.1
2019-02-28T02:55:00+02:00,0.5,38.4,21.2,-0.4
2019-02-28T03:00:00+02:00,0.4,35.1,21.2,0.2
2019-02-28T03:05:00+02:00,0.4,38.4,21.2,0.2
2019-02-28T03:10:00+02:00,0.4,37.4,21.2,-0.4
2019-02-28T03:15:00+02:00,0.4,33.7,21.2,0.1
2019-02-28T03:20:00+02:00,0.4,38.4,21.2,0.2
2019-02-28T03:25:00+02:00,0.4,35,21.2,0.1
2019-02-28T03:30:00+02:00,0.4,35.9,21.2,0
2019-02-28T03:35:00+02:00,0.4,38.1,21.2,0
2019-02-28T03:40:00+02:00,0.4,33.5,21.2,-0.6
2019-02-28T03:45:00+02:00,0.3,38.9,21.2,-0.5
2019-02-28T03:50:00+02:00,0.4,36.2,21.2,-0.6
2019-02-28T03:55:00+02:00,0.3,34.7,21.2,0.1
2019-02-28T04:00:00+02:00,0.4,38.4,21.2,0
2019-02-28T04:05:00+02:00,0.4,33.2,21.2,0
2019-02-28T04:10:00+02:00,0.4,39.2,21.2,-0.4
2019-02-28T04:15:00+02:00,0.5,35.9,21.2,0.2
2019-02-28T04:20:00+02:00,0.5,35.4,21.2,0.3
2019-02-28T04:25:00+02:00,0.5,38.4,21.2,0.3
2019-02-28T04:30:00+02:00,0.6,33.2,21.2,-0.3
2019-02-28T04:35:00+02:00,0.6,39.2,21.2,-0.3
2019-02-28T04:40:00+02:00,0.6,36.6,21.3,-0.3
2019-02-28T04:45:00+02:00,0.6,33.7,21.3,-0.4
2019-02-28T04:50:00+02:00,0.6,38.7,21.2,0.4
2019-02-28T04:55:00+02:00,0.6,34.7,21.3,-0.2
2019-02-28T05:00:00+02:00,0.6,39.3,21.3,0.3
2019-02-28T05:05:00+02:00,0.6,37.1,21.3,-0.2
2019-02-28T05:10:00+02:00,0.6,35.2,21.3,0.4
2019-02-28T05:15:00+02:00,0.7,38.6,21.3,0.5
2019-02-28T05:20:00+02:00,0.7,34.8,21.3,0.4
2019-02-28T05:25:00+02:00,0.6,39.6,21.3,0.4
2019-02-28T05:30:00+02:00,0.6,37.2,21.3,0.2
2019-02-28T05:35:00+02:00,0.6,34.6,21.3,0.2
2019-02-28T05:40:00+02:00,0.5,38.6,21.3,0.2
2019-02-28T05:45:00+02:00,0.5,33.3,21.3,0.1
2019-02-28T05:50:00+02:00,0.5,39.4,21.3,0.1
2019-02-28T05:55:00+02:00,0.5,36.6,21.3,0.1
2019-02-28T06:00:00+02:00,0.4,35.4,21.3,0.1
2019-02-28T06:05:00+02:00,0.4,38.2,21.3,0.1
2019-02-28T06:10:00+02:00,0.3,32.9,21.3,-0.6
2019-02-28T06:15:00+02:00,0.3,39,21.3,-0.1
2019-02-28T06:20:00+02:00,0.3,35.7,21.3,0
2019-02-28T06:25:00+02:00,0.2,38.9,21.3,-0.2
2019-02-28T06:30:00+02:00,0.2,37.6,21.3,-0.1
2019-02-28T06:35:00+02:00,0.2,33.2,21.3,-0.2
2019-02-28T06:40:00+02:00,0.2,39,21.3,-0.2
2019-02-28T06:45:00+02:00,0.1,33.6,21.3,-0.2
2019-02-28T06:50:00+02:00,0.2,37.6,21.3,-0.3
2019-02-28T06:55:00+02:00,0.2,36.8,21.4,-0.1
2019-02-28T07:00:00+02:00,0.2,39.1,21.4,-0.1
2019-02-28T07:05:00+02:00,0.3,37.2,21.4,0.1
2019-02-28T07:10:00+02:00,0.3,34,21.4,0.1
2019-02-28T07:15:00+02:00,0.5,36.5,21.4,0.5
2019-02-28T07:20:00+02:00,0.7,40.9,21.3,0.7
2019-02-28T07:25:00+02:00,0.8,45.1,21.3,0.8
2019-02-28T07:30:00+02:00,0.9,40.5,21.3,0.8
2019-02-28T07:35:00+02:00,1,36.3,21.3,0.9
